-1587788	-437776
-1587885	-437753
-1587983	-437729
-1588080	-437705
-1588177	-437681
-1588274	-437657
-1588371	-437632
-1588467	-437606
-1588564	-437580
-1588661	-437555
-1588757	-437529
-1588854	-437502
-1588950	-437476
-1589047	-437449
-1589143	-437422
-1589239	-437395
-1589335	-437368
-1589432	-437341
-1589528	-437315
-1589625	-437288
-1589721	-437261
-1589817	-437233
-1589913	-437206
-1590009	-437178
-1590105	-437150
-1590201	-437122
-1590297	-437093
-1590392	-437064
-1590488	-437035
-1590584	-437005
-1590679	-436975
-1590775	-436946
-1590870	-436916
-1590966	-436887
-1591061	-436857
-1591157	-436827
-1591252	-436797
-1591348	-436767
-1591443	-436737
-1591538	-436706
-1591634	-436676
-1591729	-436645
-1591824	-436614
-1591919	-436583
-1592014	-436552
-1592109	-436521
-1592204	-436490
-1592299	-436459
-1592394	-436427
-1592489	-436395
-1592584	-436364
-1592679	-436333
-1592773	-436301
-1592868	-436269
-1592963	-436236
-1593057	-436204
-1593152	-436172
-1593246	-436139
-1593341	-436107
-1593436	-436074
-1593530	-436041
-1593624	-436008
-1593719	-435975
-1593813	-435942
-1593908	-435909
-1594002	-435875
-1594096	-435842
-1594191	-435809
-1594285	-435776
-1594379	-435742
-1594473	-435709
-1594568	-435676
-1594663	-435644
-1594757	-435611
-1594851	-435578
-1594946	-435545
-1595041	-435513
-1595135	-435480
-1595230	-435448
-1595324	-435415
-1595419	-435384
-1595514	-435352
-1595609	-435320
